Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TotalSF,TotalBathrooms,HouseAge,RemodAge
1260,20,RL,65.0,9750,Pave,NA,4,Lvl,AllPub,FR2,3,NAmes,Norm,Norm,1Fam,1Story,6,8,1969,1969,Gable,CompShg,HdBoard,HdBoard,Unknown,0.0,3,3,CBlock,4.0,3,1,5,602.0,2,438.0,14.0,1054.0,GasA,4,Y,SBrkr,1054,0,0,1054,1.0,0.0,1,1,3,1,3.0,6,8.0,0,0,Attchd,1969.0,1,2.0,460.0,3,3,3,180,0,0,0,80,0,0,0,NA,0,7,2008,WD,Normal,151000.0,2108.0,2.5,39,39
1261,60,RL,,24682,Pave,NA,1,Lvl,AllPub,CulDSac,3,Gilbert,RRAn,Norm,1Fam,2Story,6,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,Unknown,0.0,3,3,PConc,4.0,3,1,1,0.0,1,0.0,841.0,841.0,GasA,5,Y,SBrkr,892,783,0,1675,0.0,0.0,2,1,3,1,3.0,7,8.0,1,3,BuiltIn,1999.0,3,2.0,502.0,3,3,3,0,103,0,0,0,0,0,0,NA,0,6,2009,WD,Normal,181000.0,2516.0,2.5,10,10
1262,20,RL,80.0,9600,Pave,NA,4,Lvl,AllPub,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,6,1956,1956,Hip,CompShg,MetalSd,MetalSd,Unknown,0.0,3,3,CBlock,3.0,3,1,3,504.0,1,0.0,546.0,1050.0,GasA,4,Y,SBrkr,1050,0,0,1050,0.0,0.0,1,0,2,1,3.0,5,8.0,0,0,Attchd,1956.0,1,1.0,338.0,3,3,3,0,0,0,0,0,0,0,0,NA,0,6,2009,WD,Normal,128900.0,2100.0,1.0,53,53
1263,50,RL,,11250,Pave,NA,4,Lvl,AllPub,Inside,3,ClearCr,Norm,Norm,1Fam,1.5Fin,4,5,1957,1989,Gable,CompShg,Wd Sdng,Wd Sdng,Unknown,0.0,3,3,CBlock,3.0,3,3,1,0.0,1,0.0,1104.0,1104.0,GasA,5,Y,FuseA,1104,684,0,1788,1.0,0.0,1,0,5,1,3.0,8,6.0,2,3,Attchd,1957.0,1,1.0,304.0,3,3,3,120,0,0,0,0,0,0,0,NA,0,11,2009,WD,Normal,161500.0,2892.0,2.0,52,20
1264,70,RL,60.0,13515,Pave,Pave,4,Lvl,AllPub,Inside,3,BrkSide,Norm,Norm,1Fam,2Story,6,6,1919,1950,Gambrel,CompShg,Wd Sdng,Wd Sdng,Unknown,0.0,3,3,PConc,3.0,3,1,1,0.0,1,0.0,764.0,764.0,GasA,5,Y,FuseA,1060,764,0,1824,0.0,0.0,1,0,3,1,3.0,8,8.0,1,4,Detchd,1940.0,1,2.0,520.0,3,3,1,0,0,126,0,0,0,0,4,NA,0,7,2007,WD,Normal,180500.0,2588.0,1.0,88,57
1265,120,RH,34.0,4060,Pave,NA,4,Lvl,AllPub,Inside,3,NAmes,Norm,Norm,TwnhsE,1Story,6,5,1998,1999,Gable,CompShg,MetalSd,MetalSd,Unknown,0.0,4,3,PConc,4.0,3,1,6,266.0,1,0.0,1139.0,1405.0,GasA,5,Y,SBrkr,1337,0,0,1337,1.0,0.0,2,0,2,1,4.0,5,8.0,0,0,Attchd,1998.0,3,2.0,511.0,3,3,3,144,68,0,0,0,0,0,0,NA,0,8,2008,COD,Abnorml,181000.0,2742.0,3.0,10,9
1266,160,FV,35.0,3735,Pave,NA,4,Lvl,AllPub,FR3,3,Somerst,Norm,Norm,TwnhsE,2Story,7,5,1999,1999,Hip,CompShg,MetalSd,MetalSd,BrkFace,218.0,4,3,PConc,4.0,3,1,6,450.0,1,0.0,241.0,691.0,GasA,5,Y,SBrkr,713,739,0,1452,1.0,0.0,2,1,3,1,4.0,6,8.0,0,0,Detchd,1999.0,1,2.0,506.0,3,3,3,0,34,0,0,0,0,0,0,NA,0,3,2006,WD,Normal,183900.0,2143.0,3.5,7,7
1267,190,RM,60.0,10120,Pave,NA,3,Bnk,AllPub,Inside,3,OldTown,Feedr,Norm,2fmCon,2.5Unf,7,4,1910,1950,Hip,CompShg,Wd Sdng,Wd Sdng,Unknown,0.0,2,3,CBlock,3.0,3,1,1,0.0,1,0.0,925.0,925.0,GasA,3,N,FuseF,964,925,0,1889,0.0,0.0,1,1,4,2,3.0,9,8.0,1,4,Detchd,1960.0,1,1.0,308.0,3,3,1,0,0,264,0,0,0,0,3,NA,0,1,2007,WD,Normal,122000.0,2814.0,1.5,97,57
1268,20,RL,89.0,13214,Pave,NA,3,HLS,AllPub,Inside,3,Timber,Norm,Norm,1Fam,1Story,9,5,2008,2009,Hip,CompShg,Stucco,CmentBd,Unknown,0.0,5,3,PConc,5.0,3,4,1,0.0,1,0.0,2002.0,2002.0,GasA,5,Y,SBrkr,2018,0,0,2018,0.0,0.0,2,0,3,1,5.0,10,8.0,1,4,Attchd,2009.0,3,3.0,746.0,3,3,3,144,76,0,0,0,0,0,0,NA,0,5,2010,WD,Normal,378500.0,4020.0,2.0,2,1
1269,50,RL,,14100,Pave,NA,3,Lvl,AllPub,Inside,2,Crawfor,Norm,Norm,1Fam,1.5Fin,8,9,1935,1997,Gable,CompShg,Stucco,Stucco,BrkFace,632.0,3,4,CBlock,3.0,3,2,3,192.0,1,0.0,536.0,728.0,GasA,5,Y,SBrkr,1968,1479,0,3447,0.0,0.0,3,1,4,1,4.0,11,8.0,2,4,BuiltIn,1982.0,1,3.0,1014.0,3,3,3,314,12,0,0,0,0,0,2,NA,0,5,2008,WD,Normal,381000.0,4175.0,3.5,73,11
1270,50,RL,78.0,11344,Pave,NA,4,Lvl,AllPub,Inside,3,NAmes,Feedr,Norm,1Fam,1.5Fin,5,5,1958,1958,Gable,CompShg,MetalSd,MetalSd,BrkFace,180.0,3,3,CBlock,3.0,3,1,4,460.0,1,0.0,414.0,874.0,GasW,3,Y,FuseA,874,650,0,1524,0.0,0.0,1,1,3,1,3.0,7,8.0,0,0,Attchd,1958.0,1,1.0,315.0,3,3,3,0,0,0,0,0,0,0,2,NA,0,7,2007,WD,Normal,144000.0,2398.0,1.5,49,49
1271,40,RL,,23595,Pave,NA,4,Low,AllPub,Inside,1,ClearCr,Norm,Norm,1Fam,1Story,7,6,1979,1979,Shed,WdShake,Plywood,Plywood,Unknown,0.0,4,3,PConc,4.0,3,4,6,1258.0,1,0.0,74.0,1332.0,GasA,3,Y,SBrkr,1332,0,0,1524,2.0,0.0,0,1,0,1,4.0,4,8.0,1,3,Attchd,1979.0,3,2.0,586.0,3,3,3,268,0,0,0,0,0,0,0,NA,0,4,2010,WD,Normal,260000.0,2664.0,2.5,31,31
1272,20,RL,,9156,Pave,NA,3,Lvl,AllPub,Inside,3,NWAmes,PosN,Norm,1Fam,1Story,6,7,1968,1968,Hip,CompShg,BrkFace,BrkFace,Unknown,0.0,3,3,CBlock,3.0,3,1,1,0.0,1,0.0,1489.0,1489.0,GasA,4,Y,SBrkr,1489,0,0,1489,0.0,0.0,2,0,3,1,4.0,7,8.0,1,4,Attchd,1968.0,2,2.0,462.0,3,3,3,0,0,0,0,0,0,0,0,NA,0,8,2009,WD,Normal,185750.0,2978.0,2.0,41,41
1273,20,RL,,13526,Pave,NA,3,Lvl,AllPub,CulDSac,3,Sawyer,Norm,Norm,1Fam,1Story,5,6,1965,1965,Hip,CompShg,HdBoard,Plywood,BrkFace,114.0,3,3,CBlock,3.0,3,1,4,560.0,2,375.0,0.0,935.0,GasA,3,Y,SBrkr,935,0,0,935,1.0,0.0,1,0,3,1,3.0,5,8.0,0,0,Attchd,1965.0,1,1.0,288.0,3,3,3,180,0,0,0,0,0,0,3,NA,0,11,2006,WD,Normal,137000.0,1870.0,2.0,41,41
1274,80,RL,124.0,11512,Pave,NA,3,Lvl,AllPub,Corner,3,Edwards,Norm,Norm,1Fam,SLvl,6,7,1959,2006,Gable,CompShg,Plywood,Plywood,BrkFace,84.0,3,3,CBlock,3.0,3,3,5,719.0,1,0.0,300.0,1019.0,GasA,4,Y,SBrkr,1357,0,0,1357,1.0,0.0,1,0,2,1,5.0,5,8.0,1,4,Basment,1959.0,2,1.0,312.0,3,3,3,0,0,0,0,163,0,0,4,NA,0,5,2008,WD,Normal,177000.0,2376.0,2.0,49,2
1275,50,RL,53.0,5362,Pave,NA,4,Lvl,AllPub,Corner,3,Crawfor,Norm,Norm,1Fam,1.5Fin,5,6,1910,2003,Gable,CompShg,Wd Sdng,Wd Shng,Unknown,0.0,3,3,PConc,3.0,3,1,1,0.0,1,0.0,661.0,661.0,GasA,5,Y,SBrkr,661,589,0,1250,0.0,0.0,2,0,3,1,3.0,8,8.0,1,4,Detchd,1985.0,1,2.0,552.0,3,3,3,242,0,81,0,0,0,0,0,NA,0,11,2007,WD,Normal,139000.0,1911.0,2.0,97,4
1276,90,RL,95.0,11345,Pave,NA,4,Lvl,AllPub,Corner,3,NAmes,Feedr,Norm,Duplex,2Story,5,5,1948,1950,Gable,Roll,AsbShng,AsbShng,Stone,567.0,3,3,CBlock,3.0,3,1,3,220.0,1,0.0,708.0,928.0,GasA,4,Y,FuseA,928,992,0,1920,0.0,0.0,2,0,4,2,3.0,10,8.0,0,0,Detchd,1948.0,1,2.0,400.0,3,2,3,0,0,0,0,0,0,0,0,NA,0,7,2007,WD,Normal,137000.0,2848.0,2.0,59,57
1277,60,RL,,12936,Pave,NA,3,Lvl,AllPub,CulDSac,3,NWAmes,Norm,Norm,1Fam,2Story,6,6,1972,1972,Gable,CompShg,HdBoard,Plywood,Unknown,0.0,3,3,CBlock,3.0,4,1,4,593.0,1,0.0,130.0,723.0,GasA,3,Y,SBrkr,735,660,0,1395,0.0,1.0,1,1,3,1,3.0,6,8.0,1,3,Attchd,1972.0,1,2.0,497.0,3,3,3,294,116,0,0,0,0,0,0,NA,0,12,2009,WD,Normal,162000.0,2118.0,2.0,37,37
1278,80,RL,,17871,Pave,NA,3,Lvl,AllPub,CulDSac,3,NWAmes,Norm,Norm,1Fam,SLvl,6,5,1967,1976,Gable,CompShg,HdBoard,HdBoard,BrkFace,359.0,3,3,CBlock,4.0,3,3,5,528.0,1,0.0,1152.0,1680.0,GasA,2,Y,SBrkr,1724,0,0,1724,1.0,0.0,1,1,3,1,3.0,7,8.0,1,4,Attchd,1967.0,2,2.0,480.0,3,3,3,0,0,0,0,0,0,0,0,NA,0,6,2009,WD,Normal,197900.0,3404.0,2.5,42,33
1279,60,RL,75.0,9473,Pave,NA,4,Lvl,AllPub,Inside,3,CollgCr,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,Unknown,,4,3,PConc,4.0,3,1,6,804.0,1,0.0,324.0,1128.0,GasA,5,Y,SBrkr,1128,903,0,2031,1.0,0.0,2,1,3,1,4.0,7,8.0,1,4,Attchd,2002.0,2,2.0,577.0,3,3,3,0,211,0,0,0,0,0,0,NA,0,3,2008,WD,Normal,237000.0,3159.0,3.5,6,6
1280,50,C (all),60.0,7500,Pave,NA,4,Lvl,AllPub,Inside,3,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,4,1920,1950,Gable,CompShg,MetalSd,MetalSd,Unknown,0.0,3,4,CBlock,3.0,3,1,1,0.0,1,0.0,698.0,698.0,GasA,3,Y,FuseA,698,430,0,1128,0.0,0.0,1,0,2,1,3.0,6,8.0,0,0,Detchd,1980.0,2,2.0,528.0,3,3,3,30,0,164,0,0,0,0,0,NA,0,4,2010,COD,Abnorml,68400.0,1826.0,1.0,90,60
1281,20,RL,67.0,9808,Pave,NA,3,Lvl,AllPub,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,110.0,4,3,PConc,4.0,3,1,6,788.0,1,0.0,785.0,1573.0,GasA,5,Y,SBrkr,1573,0,0,1573,1.0,0.0,2,0,3,1,4.0,6,8.0,0,0,Attchd,2002.0,2,2.0,544.0,3,3,3,0,72,0,0,0,0,0,0,NA,0,3,2009,WD,Normal,227000.0,3146.0,3.0,7,7
1282,20,RL,50.0,8049,Pave,NA,3,Lvl,AllPub,CulDSac,3,Timber,Norm,Norm,1Fam,1Story,7,5,1990,1990,Hip,CompShg,HdBoard,HdBoard,BrkFace,54.0,3,3,CBlock,4.0,3,1,5,1053.0,1,0.0,256.0,1309.0,GasA,3,Y,SBrkr,1339,0,0,1339,1.0,0.0,2,0,2,1,3.0,6,8.0,1,3,Attchd,1990.0,3,2.0,484.0,4,4,3,0,58,0,0,90,0,0,0,NA,0,7,2006,WD,Normal,180000.0,2648.0,3.0,16,16
1283,20,RL,61.0,8800,Pave,NA,3,Lvl,AllPub,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,5,7,1977,2008,Gable,CompShg,HdBoard,HdBoard,Unknown,0.0,3,3,CBlock,4.0,3,2,2,532.0,3,144.0,364.0,1040.0,GasA,3,Y,SBrkr,1040,0,0,1040,0.0,0.0,2,0,3,1,4.0,5,8.0,0,0,Detchd,1977.0,1,2.0,484.0,3,3,3,0,0,0,0,288,0,0,0,NA,0,9,2009,WD,Normal,150500.0,2080.0,2.0,32,1
1284,90,RL,94.0,9400,Pave,NA,4,Low,AllPub,Corner,3,Mitchel,Norm,Norm,Duplex,2Story,6,5,1971,1971,Mansard,CompShg,MetalSd,Wd Shng,Unknown,0.0,3,3,CBlock,3.0,3,3,1,0.0,1,0.0,912.0,912.0,GasA,3,Y,SBrkr,912,912,0,1824,0.0,0.0,2,2,4,2,3.0,8,8.0,0,0,NA,,0,0.0,0.0,0,0,3,128,0,0,0,0,0,0,0,NA,0,4,2010,WD,Normal,139000.0,2736.0,3.0,39,39
1285,50,RL,50.0,9638,Pave,NA,4,Lvl,AllPub,Inside,3,SWISU,Feedr,Norm,1Fam,1.5Fin,6,7,1919,1990,Gable,CompShg,Wd Sdng,Wd Shng,Unknown,0.0,3,3,PConc,3.0,3,1,1,0.0,1,0.0,804.0,804.0,GasA,5,Y,SBrkr,1699,748,0,2447,0.0,0.0,2,0,4,1,4.0,10,6.0,1,4,Detchd,1969.0,1,1.0,336.0,3,3,3,272,0,42,0,116,0,0,0,NA,0,3,2010,WD,Normal,169000.0,3251.0,2.0,91,20
1286,50,RM,50.0,6000,Pave,NA,4,Lvl,AllPub,Inside,3,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1939,1950,Gable,CompShg,MetalSd,MetalSd,Unknown,0.0,3,2,CBlock,3.0,3,1,1,0.0,1,0.0,780.0,780.0,GasA,5,Y,FuseF,825,587,0,1412,0.0,0.0,1,0,4,1,3.0,6,8.0,1,4,Detchd,1939.0,1,1.0,280.0,3,3,3,45,0,0,0,0,0,0,0,NA,0,5,2009,WD,Normal,132500.0,2192.0,1.0,70,59
1287,20,RL,,9790,Pave,NA,4,Lvl,AllPub,Inside,3,NWAmes,Feedr,Norm,1Fam,1Story,6,5,1963,1963,Hip,CompShg,HdBoard,HdBoard,BrkFace,451.0,3,3,CBlock,3.0,3,1,5,569.0,3,81.0,678.0,1328.0,GasA,3,Y,SBrkr,1328,0,0,1328,1.0,0.0,1,1,3,1,3.0,6,8.0,2,4,Attchd,1963.0,1,2.0,528.0,3,3,3,0,26,0,0,0,0,0,0,NA,0,6,2010,WD,Normal,143000.0,2656.0,2.5,47,47
1288,20,RL,,36500,Pave,NA,3,Low,AllPub,Inside,2,ClearCr,Norm,Norm,1Fam,1Story,5,5,1964,1964,Gable,CompShg,Wd Sdng,Wd Sdng,BrkCmn,621.0,3,4,CBlock,3.0,3,3,3,812.0,1,0.0,812.0,1624.0,GasA,2,Y,SBrkr,1582,0,0,1582,0.0,1.0,2,0,4,1,3.0,7,8.0,0,0,Attchd,1964.0,1,2.0,390.0,3,3,1,168,198,0,0,0,0,0,0,NA,0,6,2006,WD,Normal,190000.0,3206.0,2.5,42,42
1289,120,RL,40.0,5664,Pave,NA,3,Lvl,AllPub,Inside,3,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,2000,2000,Gable,CompShg,CemntBd,CmentBd,Unknown,0.0,4,3,PConc,4.0,3,1,6,1158.0,1,0.0,343.0,1501.0,GasA,5,Y,SBrkr,1659,0,0,1659,1.0,0.0,2,0,2,1,5.0,5,8.0,1,5,Attchd,2000.0,3,2.0,499.0,3,3,3,212,59,0,0,0,0,0,0,NA,0,10,2009,WD,Normal,278000.0,3160.0,3.0,9,9
1290,60,RL,86.0,11065,Pave,NA,3,Lvl,AllPub,Inside,3,NridgHt,Norm,Norm,1Fam,2Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,788.0,4,3,PConc,4.0,3,2,1,0.0,1,0.0,1085.0,1085.0,GasA,5,Y,SBrkr,1120,850,0,1970,0.0,0.0,2,1,3,1,5.0,8,8.0,1,4,BuiltIn,2006.0,3,3.0,753.0,3,3,3,177,74,0,0,0,0,0,0,NA,0,10,2006,New,Partial,281000.0,3055.0,2.5,0,0
1291,80,RL,,14112,Pave,NA,3,Lvl,AllPub,Corner,3,NAmes,Norm,Norm,1Fam,SLvl,5,7,1964,1964,Hip,CompShg,Wd Sdng,HdBoard,BrkFace,86.0,3,3,PConc,3.0,3,3,6,1014.0,1,0.0,138.0,1152.0,GasA,3,Y,SBrkr,1152,0,0,1152,1.0,0.0,1,0,3,1,3.0,6,8.0,1,4,Attchd,1964.0,2,2.0,484.0,3,3,3,227,0,0,0,0,0,0,0,NA,0,4,2010,WD,Normal,180500.0,2304.0,2.0,46,46
1292,160,RM,21.0,1680,Pave,NA,4,Lvl,AllPub,Inside,3,BrDale,Norm,Norm,Twnhs,2Story,5,7,1972,1972,Gable,CompShg,CemntBd,CmentBd,BrkFace,268.0,3,3,CBlock,3.0,3,1,5,231.0,1,0.0,399.0,630.0,GasA,3,Y,SBrkr,630,672,0,1302,0.0,0.0,2,1,3,1,3.0,6,8.0,0,0,Detchd,1972.0,1,1.0,264.0,3,3,3,185,0,0,0,0,0,0,0,NA,0,2,2009,WD,Normal,119500.0,1932.0,2.5,37,37
1293,70,RM,60.0,6600,Pave,NA,4,Lvl,AllPub,Corner,3,OldTown,Norm,Norm,1Fam,2Story,5,4,1892,1965,Gable,CompShg,Wd Sdng,Wd Sdng,Unknown,0.0,3,3,Stone,3.0,3,1,1,0.0,1,0.0,994.0,994.0,GasA,3,N,SBrkr,1378,994,0,2372,0.0,0.0,2,0,4,2,3.0,11,6.0,0,0,Attchd,1985.0,2,1.0,432.0,3,3,3,0,287,0,0,0,0,0,0,NA,0,12,2009,WD,Normal,107500.0,3366.0,2.0,117,44
1294,60,RL,78.0,10140,Pave,NA,4,Lvl,AllPub,Inside,3,NWAmes,Norm,Norm,1Fam,2Story,7,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,Unknown,0.0,3,3,PConc,4.0,3,1,6,194.0,1,0.0,638.0,832.0,GasA,3,Y,SBrkr,832,832,0,1664,0.0,0.0,2,1,4,1,3.0,8,8.0,1,3,Attchd,1976.0,2,2.0,528.0,3,3,3,0,28,0,0,259,0,0,2,NA,0,3,2006,WD,Normal,162900.0,2496.0,2.5,30,30
1295,20,RL,60.0,8172,Pave,NA,4,Lvl,AllPub,Inside,3,Edwards,Norm,Norm,1Fam,1Story,5,7,1955,1990,Hip,CompShg,WdShing,Plywood,Unknown,0.0,3,3,CBlock,3.0,3,1,3,167.0,1,0.0,697.0,864.0,GasA,3,Y,SBrkr,864,0,0,864,1.0,0.0,1,0,2,1,3.0,5,8.0,0,0,Detchd,1957.0,1,2.0,572.0,3,3,1,0,0,0,0,0,0,0,0,NA,0,4,2006,WD,Normal,115000.0,1728.0,2.0,51,16
1296,20,RL,70.0,8400,Pave,NA,4,Lvl,AllPub,Inside,3,NAmes,Feedr,Norm,1Fam,1Story,5,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,BrkFace,168.0,3,3,CBlock,3.0,3,3,4,1016.0,1,0.0,36.0,1052.0,GasA,4,Y,SBrkr,1052,0,0,1052,1.0,0.0,1,1,3,1,3.0,5,8.0,0,0,Attchd,1968.0,2,1.0,288.0,3,3,3,356,0,0,0,0,0,0,2,NA,0,11,2006,WD,Normal,138500.0,2104.0,2.5,38,38
1297,20,RL,80.0,8700,Pave,NA,4,Lvl,AllPub,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,6,1963,1963,Hip,CompShg,MetalSd,MetalSd,BrkFace,148.0,3,4,CBlock,3.0,3,2,5,776.0,1,0.0,344.0,1120.0,GasA,4,Y,SBrkr,1128,0,0,1128,1.0,0.0,2,0,3,1,3.0,6,8.0,0,0,Attchd,1963.0,2,2.0,525.0,3,3,3,192,20,123,0,0,0,0,3,NA,0,12,2008,WD,Normal,155000.0,2248.0,3.0,45,45
1298,180,RM,35.0,3675,Pave,NA,4,Lvl,AllPub,Inside,3,Edwards,Norm,Norm,TwnhsE,SFoyer,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,82.0,3,3,PConc,4.0,3,4,6,547.0,1,0.0,0.0,547.0,GasA,4,Y,SBrkr,1072,0,0,1072,1.0,0.0,2,0,2,1,3.0,5,8.0,0,0,Basment,2005.0,3,2.0,525.0,3,3,3,0,44,0,0,0,0,0,0,NA,0,6,2006,New,Partial,140000.0,1619.0,3.0,1,0
1299,60,RL,313.0,63887,Pave,NA,1,Bnk,AllPub,Corner,3,Edwards,Feedr,Norm,1Fam,2Story,10,5,2008,2008,Hip,ClyTile,Stucco,Stucco,Stone,796.0,5,3,PConc,5.0,3,4,6,5644.0,1,0.0,466.0,6110.0,GasA,5,Y,SBrkr,4692,950,0,5642,2.0,0.0,2,1,3,1,5.0,12,8.0,3,4,Attchd,2008.0,3,2.0,1418.0,3,3,3,214,292,0,0,0,480,3,0,NA,0,1,2008,New,Partial,160000.0,11752.0,4.5,0,0
1300,20,RL,75.0,7500,Pave,NA,4,Lvl,AllPub,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,7,1959,1994,Hip,CompShg,BrkFace,BrkFace,Unknown,0.0,3,3,CBlock,3.0,3,1,2,340.0,3,906.0,0.0,1246.0,GasA,5,Y,SBrkr,1246,0,0,1246,1.0,0.0,1,1,3,1,4.0,6,8.0,0,0,Attchd,1959.0,2,1.0,305.0,3,3,3,218,0,0,0,0,0,0,4,NA,0,5,2010,WD,Normal,154000.0,2492.0,2.5,51,16
1301,60,RL,,10762,Pave,NA,3,Lvl,AllPub,CulDSac,3,Gilbert,Norm,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,Unknown,344.0,4,3,PConc,4.0,3,1,6,694.0,1,0.0,284.0,978.0,GasA,5,Y,SBrkr,1005,978,0,1983,0.0,0.0,2,1,3,1,4.0,9,8.0,1,3,Attchd,1999.0,3,2.0,490.0,3,3,3,0,0,0,0,0,0,0,0,NA,0,5,2009,WD,Normal,225000.0,2961.0,2.5,10,10
1302,70,RL,,7500,Pave,NA,3,Bnk,AllPub,Inside,3,Crawfor,Norm,Norm,1Fam,2Story,6,7,1942,1950,Gable,CompShg,Wd Sdng,Wd Sdng,Unknown,0.0,3,3,CBlock,3.0,3,1,4,547.0,1,0.0,224.0,771.0,GasA,2,Y,SBrkr,753,741,0,1494,0.0,0.0,1,0,3,1,4.0,7,8.0,2,4,Attchd,1942.0,1,1.0,213.0,3,3,2,0,0,0,0,224,0,0,0,NA,0,11,2009,WD,Normal,177500.0,2265.0,1.0,67,59
1303,60,RL,92.0,10120,Pave,NA,4,Lvl,AllPub,Inside,3,NoRidge,Norm,Norm,1Fam,2Story,8,5,1994,1994,Hip,CompShg,VinylSd,VinylSd,BrkFace,391.0,4,3,PConc,4.0,3,1,6,740.0,1,0.0,425.0,1165.0,GasA,5,Y,SBrkr,1203,1323,0,2526,1.0,0.0,2,1,4,1,4.0,8,8.0,1,3,Attchd,1994.0,2,3.0,844.0,3,3,3,309,78,0,0,0,0,0,0,NA,0,12,2006,WD,Normal,290000.0,3691.0,3.5,12,12
1304,20,RL,73.0,8688,Pave,NA,4,Lvl,AllPub,Inside,3,Somerst,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,228.0,4,3,PConc,4.0,3,3,1,0.0,1,0.0,1616.0,1616.0,GasA,5,Y,SBrkr,1616,0,0,1616,0.0,0.0,2,0,3,1,4.0,7,8.0,0,0,Attchd,2005.0,2,3.0,834.0,3,3,3,208,59,0,0,0,0,0,0,NA,0,4,2006,WD,Normal,232000.0,3232.0,2.0,1,1
1305,160,RM,32.0,3363,Pave,NA,4,Lvl,AllPub,Inside,3,Edwards,Norm,Norm,TwnhsE,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Stone,117.0,4,3,PConc,4.0,3,1,1,0.0,1,0.0,976.0,976.0,GasA,5,Y,SBrkr,976,732,0,1708,0.0,0.0,2,0,3,1,4.0,7,4.0,0,0,Detchd,2004.0,1,2.0,380.0,3,3,3,0,40,0,0,0,0,0,0,NA,0,4,2006,WD,Normal,130000.0,2684.0,2.0,2,2
1306,20,RL,108.0,13173,Pave,NA,3,Lvl,AllPub,Corner,3,NridgHt,Norm,Norm,1Fam,1Story,9,5,2006,2007,Hip,CompShg,VinylSd,VinylSd,Stone,300.0,4,3,PConc,5.0,3,1,6,1572.0,1,0.0,80.0,1652.0,GasA,5,Y,SBrkr,1652,0,0,1652,1.0,0.0,2,0,2,1,5.0,6,8.0,2,5,Attchd,2006.0,3,2.0,840.0,3,3,3,404,102,0,0,0,0,0,0,NA,0,11,2009,WD,Normal,325000.0,3304.0,3.0,3,2
1307,120,RL,48.0,6955,Pave,NA,3,Lvl,AllPub,Inside,3,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,94.0,4,3,PConc,4.0,3,1,1,0.0,1,0.0,1368.0,1368.0,GasA,5,Y,SBrkr,1368,0,0,1368,0.0,0.0,2,0,2,1,4.0,6,8.0,1,4,Attchd,2005.0,2,2.0,474.0,3,3,3,132,35,0,0,0,0,0,0,NA,0,9,2006,New,Partial,202500.0,2736.0,2.0,1,0
1308,20,RL,60.0,8072,Pave,NA,4,Lvl,AllPub,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,5,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,Unknown,0.0,3,4,PConc,4.0,4,1,5,746.0,1,0.0,244.0,990.0,GasA,5,Y,SBrkr,990,0,0,990,1.0,0.0,1,0,3,1,3.0,5,8.0,0,0,Detchd,2000.0,1,2.0,480.0,3,3,3,0,64,0,0,0,0,0,0,NA,0,5,2009,WD,Normal,138000.0,1980.0,2.0,15,14
